Pitcher,PitcherThrows,PitcherId,AutoPitchType,mean_velo,mean_vmov,mean_hmov,mean_spin,mean_vaa,mean_ext
"Rodriguez, Joseph",Right,1000059232,Slider,79.62816454545455,2.557100909090909,4.423895,2159.4310665454545,-5.647216045454545,5.40302
"Brewer, Alex",Right,1000059505,Changeup,84.62412463636363,8.225802909090909,16.021099,1814.657830909091,-7.282981772727273,6.861703909090909
"Brewer, Alex",Right,1000059505,Curveball,81.52002602409638,-8.731872228915663,8.608535,2383.6172395361446,-9.311283951807228,6.455796506024097
"Brewer, Alex",Right,1000059505,Four-Seam,92.50010358695653,16.750684239130436,14.718080217391304,2491.388522728261,-5.171201684782608,6.676875108695652
"Brewer, Alex",Right,1000059505,Sinker,92.05513622340426,12.678115,17.402761914893617,2452.389952441489,-5.791702372340426,6.687202659574468
"Brewer, Alex",Right,1000059505,Slider,83.87838485549133,0.18290121387283237,4.21186225433526,2176.0453814450866,-7.711710196531792,6.4287712716763
"Meeks, Brody",Right,1000064124,Four-Seam,90.164925,15.247505,3.36193,2624.5958499999997,-6.056316,5.26413
"Meeks, Brody",Right,1000064124,Slider,85.71634,4.85468,3.645104,2794.5146236,-7.037168,4.9974620000000005
"Haberstock, William",Right,1000066722,Changeup,79.50866631578947,2.7557705263157892,17.061592631578947,2379.8512876842105,-8.491178157894737,5.8452
"Haberstock, William",Right,1000066722,Curveball,80.22767,-3.77018875,6.75976625,2154.69160075,-7.669379,5.3973325
"Haberstock, William",Right,1000066722,Four-Seam,89.59854095238096,18.94036380952381,14.194691428571428,2249.3246332857143,-5.259545714285714,6.036270952380953
"Haberstock, William",Right,1000066722,Sinker,89.39568758620689,16.163831034482758,16.710297586206895,2258.2964827586206,-5.796910896551724,5.95867
"Haberstock, William",Right,1000066722,Slider,81.502104,-1.42337,3.99634,2217.5066752,-8.9282696,5.489084
"Faulkner, Gavin",Left,1000068514,Changeup,81.929125,10.79591,5.4813625,1713.2691340000001,-7.796258,6.1349075
"Faulkner, Gavin",Left,1000068514,Curveball,77.54216529411765,-5.1304091176470585,7.196121764705882,2377.7068725294116,-8.983201882352942,5.331877647058824
"Faulkner, Gavin",Left,1000068514,Cutter,85.880224,16.433435,1.731166,2294.2988677,-6.0243714,6.293397
"Faulkner, Gavin",Left,1000068514,Four-Seam,86.49474321428572,18.98712892857143,3.67116625,2284.955581875,-5.394726017857143,6.241612857142857
"Faulkner, Gavin",Left,1000068514,Sinker,84.8616,14.73213,6.95583,2300.707698,-9.725641,6.29634
"Faulkner, Gavin",Left,1000068514,Slider,77.98324571428572,-2.6571271428571426,8.69993,2377.6876617142857,-9.854998,5.36687
"Lawson, Nathan",Right,1000068529,Changeup,83.29307178571429,4.655862410714286,16.18323375,1722.1594119285714,-7.04887325,5.933647946428572
"Lawson, Nathan",Right,1000068529,Curveball,76.60922987804878,-10.735845487804879,9.458045975609757,2306.698107890244,-9.57016993902439,5.423940731707317
"Lawson, Nathan",Right,1000068529,Cutter,87.00743391304349,13.322882826086957,2.096568043478261,2181.4039082391305,-5.384710065217392,6.123998695652174
"Lawson, Nathan",Right,1000068529,Four-Seam,87.86604313380282,15.853758732394367,5.9478216549295775,2191.111678496479,-5.199938049295775,6.215350352112676
"Lawson, Nathan",Right,1000068529,Sinker,87.842842,12.623188,12.400091999999999,2090.2806932,-5.9175554,6.227698
"Lawson, Nathan",Right,1000068529,Slider,79.43448155555555,3.8668309444444446,7.549381166666667,2348.4291720333335,-7.4416220555555554,5.379346388888889
"Cornett, Hudson",Right,1000072691,Changeup,83.37684018867924,13.65780679245283,14.695032641509433,1969.5229699245283,-6.603466339622641,5.705846037735849
"Cornett, Hudson",Right,1000072691,Curveball,75.64062692307692,-1.6631053846153847,2.0429684615384613,1982.802593923077,-8.415058,5.231916923076923
"Cornett, Hudson",Right,1000072691,Four-Seam,86.06722625,16.65018125,13.26342125,2228.95832175,-5.5662505,5.6862125
"Cornett, Hudson",Right,1000072691,Sinker,86.966365,13.000801666666666,15.157443333333333,2159.4401024999997,-6.499462666666666,5.747098333333334
"Cornett, Hudson",Right,1000072691,Slider,77.6717475,2.10064,1.57871625,2153.552280625,-7.9641355,4.9464125
"Howitt, Josh",Left,1000075049,Changeup,82.81339986486486,10.460813986486487,16.34342777027027,2031.4144454594596,-5.918099993243243,6.641131959459459
"Howitt, Josh",Left,1000075049,Curveball,74.35186,5.245412916666667,13.265552916666667,2375.72664175,-7.32149375,6.099445833333333
"Howitt, Josh",Left,1000075049,Four-Seam,87.86416789473684,17.151244736842106,13.969184210526317,2178.0840668947367,-4.354335157894737,6.545151578947368
"Howitt, Josh",Left,1000075049,Sinker,87.50631153846153,13.10239532967033,15.942611593406593,2145.0084106813188,-4.928088076923077,6.5886960989010985
"Howitt, Josh",Left,1000075049,Slider,76.87215,6.656776666666667,9.7174675,2337.767393583333,-7.027842708333333,6.171225833333334
"Groves, Michael",Right,1000075451,Changeup,82.67482666666666,10.819448333333334,14.8156675,1836.284031,-7.028066166666667,6.0260825
"Groves, Michael",Right,1000075451,Curveball,76.92348,-2.65075,5.454766666666667,2375.1741533333334,-8.930851333333333,5.74371
"Groves, Michael",Right,1000075451,Four-Seam,89.07633692307692,17.024101923076923,11.879096538461539,2257.3311918076924,-5.143742307692308,5.857181923076923
"Groves, Michael",Right,1000075451,Sinker,88.162295,14.5978225,14.5772725,2275.05567975,-5.52353525,5.84653
"Groves, Michael",Right,1000075451,Slider,77.68144615384615,2.7936484615384614,7.633107692307692,2260.007640384615,-7.80753123076923,5.612114615384615
"Schiff, Cole",Left,1000076015,Changeup,82.19053866666667,13.855653333333333,6.39972,1645.5957494666666,-6.6581042,5.620695333333333
"Schiff, Cole",Left,1000076015,Curveball,75.45295308510639,-3.2506425531914895,6.97600914893617,2071.477170393617,-9.40206555319149,5.213055319148936
"Schiff, Cole",Left,1000076015,Cutter,85.45147533980582,10.477725922330098,2.6114909708737866,2132.5434291553397,-6.553485621359223,5.963385533980582
"Schiff, Cole",Left,1000076015,Four-Seam,85.73018472727273,15.57354109090909,4.17524,2133.891491090909,-5.992183254545455,6.029277818181818
"Schiff, Cole",Left,1000076015,Sinker,85.68611615384616,12.756206923076924,8.40074923076923,2094.3121684615385,-6.859307538461539,5.927299230769231
"Schiff, Cole",Left,1000076015,Slider,83.23593749999999,5.84639125,4.9179621875,2164.784679125,-6.869412875,5.4902378125
"Petty, Quinn",Right,1000076865,Changeup,80.25868133333333,-1.97031,19.64336,1919.4205150666667,-7.2998650000000005,6.041191333333333
"Petty, Quinn",Right,1000076865,Curveball,71.3234,3.120928181818182,12.785547272727273,2014.2190155454546,-7.371056363636364,5.6048990909090906
"Petty, Quinn",Right,1000076865,Sinker,80.74266,-9.94938,24.36147,1884.147888,-8.314506,5.94061
"Groher, Holden",Right,1000076997,Changeup,80.83210666666668,2.602355,9.498065,1783.5712271666666,-7.022842333333333,5.6502783333333335
"Groher, Holden",Right,1000076997,Curveball,74.226431875,-14.1584609375,16.29963875,3005.4853179687498,-10.27336425,5.5895628125
"Groher, Holden",Right,1000076997,Cutter,86.34491052631579,13.87646,1.9002181578947368,2475.694699657895,-6.417301842105263,5.653468421052631
"Groher, Holden",Right,1000076997,Four-Seam,87.38574,16.463335,3.589785,2405.135786,-6.4264915,5.89165
"Groher, Holden",Right,1000076997,Slider,85.76283357142857,10.097331428571428,1.8182435714285714,2487.05958,-6.5701572142857145,5.715684642857143
